feature,mean_abs_shap,zone,feature_set
NO_4__gas_price_eur_mwh_roll_mean_168,0.014535695432108222,NO_3,exogenous
NO_2__gen_Hydro_Water_Reservoir_Actual_Aggregated_mw_lag_1,0.01399761593473622,NO_3,exogenous
NO_2__gas_price_eur_mwh_roll_mean_24,0.012849175384865989,NO_3,exogenous
NO_5__outage_event_count_lag_24,0.012023171056936037,NO_3,exogenous
NO_2__gen_Hydro_Pumped_Storage_Actual_Aggregated_mw_lag_1,0.010608931786534274,NO_3,exogenous
NO_2__gen_Wind_Onshore_Actual_Aggregated_mw_lag_1,0.010264399039517941,NO_3,exogenous
NO_4__gas_price_eur_mwh_lag_24,0.00963447747373801,NO_3,exogenous
NO_2__ws_forecast_total_mw,0.009416346246396022,NO_3,exogenous
NO_4__gas_price_eur_mwh_roll_std_168,0.009395994557921382,NO_3,exogenous
NO_5__gas_price_eur_mwh_roll_std_24,0.007431318684487716,NO_3,exogenous
NO_4__gas_price_eur_mwh_lag_168,0.007135787951634012,NO_3,exogenous
flow_NO_3_to_NO_5_mw_lag_1,0.006833024957943305,NO_3,exogenous
NO_4__gas_price_eur_mwh_roll_mean_24,0.0060535491858392685,NO_3,exogenous
NO_4__outage_event_count_lag_24,0.004912490116312365,NO_3,exogenous
NO_5__gas_price_eur_mwh_lag_24,0.0039276789451046885,NO_3,exogenous
NO_5__flow_NO_2_to_NO_5_mw_lag_1,0.0036938003580114357,NO_3,exogenous
NO_1__outage_event_count,0.0035554626829648003,NO_3,exogenous
NO_1__outage_unavailable_mw,0.0034467466851839258,NO_3,exogenous
NO_1__outage_unavailable_mw_lag_24,0.0033608663681460585,NO_3,exogenous
NO_4__outage_event_count_lag_1,0.003203857162869723,NO_3,exogenous
flow_NO_1_to_NO_3_mw_lag_1,0.003152024426265008,NO_3,exogenous
NO_1__outage_event_count_roll_mean_24,0.0024903201595824426,NO_3,exogenous
NO_1__flow_NO_1_to_NO_5_mw_lag_1,0.002320671253373808,NO_3,exogenous
NO_1__outage_unavailable_mw_lag_1,0.002045162457856559,NO_3,exogenous
NO_1__outage_event_count_lag_24,0.001984596222686355,NO_3,exogenous
gas_price_eur_mwh_lag_168,0.0015158713526661433,NO_3,exogenous
NO_5__gas_price_eur_mwh_roll_std_168,0.0015059539740499167,NO_3,exogenous
NO_5__flow_NO_1_to_NO_5_mw_lag_1,0.0013483220635233252,NO_3,exogenous
NO_4__flow_NO_3_to_NO_4_mw_lag_1,0.001013991026966026,NO_3,exogenous
flow_NO_3_to_NO_4_mw_lag_1,0.000493161868640508,NO_3,exogenous
NO_5__gas_price_eur_mwh_roll_mean_168,0.0003586765049770836,NO_3,exogenous
NO_1__outage_event_count_lag_1,0.0003329467690447001,NO_3,exogenous
NO_5__gas_price_eur_mwh_lag_168,0.0002862815012735439,NO_3,exogenous
NO_5__gas_price_eur_mwh_roll_mean_24,4.7786980203260674e-05,NO_3,exogenous
gen_Hydro_Pumped_Storage_Actual_Consumption_share_lag_1,0.0,NO_3,exogenous
NO_2__ws_forecast_Wind_Offshore_mw,0.0,NO_3,exogenous
gen_Solar_Actual_Aggregated_share_lag_1,0.0,NO_3,exogenous
gen_Solar_Actual_Aggregated_mw_lag_1,0.0,NO_3,exogenous
NO_1__gen_Biomass_share_lag_1,0.0,NO_3,exogenous
gen_Hydro_Pumped_Storage_Actual_Consumption_mw_lag_1,0.0,NO_3,exogenous
NO_2__ws_forecast_Solar_mw,0.0,NO_3,exogenous
NO_2__gen_Wind_Offshore_Actual_Consumption_mw_lag_1,0.0,NO_3,exogenous
NO_5__gen_Hydro_Pumped_Storage_Actual_Consumption_share_lag_1,0.0,NO_3,exogenous
NO_5__gen_Hydro_Pumped_Storage_Actual_Consumption_mw_lag_1,0.0,NO_3,exogenous
NO_2__gen_Wind_Offshore_Actual_Aggregated_mw_lag_1,0.0,NO_3,exogenous
NO_2__gen_Wind_Offshore_Actual_Consumption_share_lag_1,0.0,NO_3,exogenous
NO_4__ws_forecast_Solar_mw,0.0,NO_3,exogenous
NO_5__gas_price_eur_mwh_lag_1,0.0,NO_3,exogenous
NO_4__ws_forecast_Wind_Offshore_mw,0.0,NO_3,exogenous
NO_2__gen_Wind_Offshore_Actual_Aggregated_share_lag_1,0.0,NO_3,exogenous
NO_5__ws_forecast_Solar_mw,0.0,NO_3,exogenous
NO_1__ws_forecast_Wind_Offshore_mw,0.0,NO_3,exogenous
NO_1__ws_forecast_Solar_mw,0.0,NO_3,exogenous
NO_2__gen_Hydro_Pumped_Storage_Actual_Consumption_share_lag_1,0.0,NO_3,exogenous
NO_2__gen_Hydro_Pumped_Storage_Actual_Consumption_mw_lag_1,0.0,NO_3,exogenous
NO_5__ws_forecast_total_mw_lag_1,0.0,NO_3,exogenous
gas_price_eur_mwh_roll_std_168,0.0,NO_3,exogenous
gas_price_eur_mwh_roll_mean_24,0.0,NO_3,exogenous
gas_price_eur_mwh_roll_mean_168,0.0,NO_3,exogenous
gas_price_eur_mwh_lag_24,0.0,NO_3,exogenous
gas_price_eur_mwh_lag_1,0.0,NO_3,exogenous
NO_5__ws_forecast_total_mw,0.0,NO_3,exogenous
NO_5__ws_forecast_Wind_Onshore_mw,0.0,NO_3,exogenous
NO_5__ws_forecast_Wind_Offshore_mw,0.0,NO_3,exogenous
gen_Biomass_share_lag_1,0.0,NO_3,exogenous
NO_1__gen_Biomass_mw_lag_1,0.0,NO_3,exogenous
gen_Biomass_Actual_Aggregated_share_lag_1,0.0,NO_3,exogenous
gen_Biomass_mw_lag_1,0.0,NO_3,exogenous
gen_Biomass_Actual_Aggregated_mw_lag_1,0.0,NO_3,exogenous
gas_price_eur_mwh_roll_std_24,0.0,NO_3,exogenous
ws_forecast_Solar_mw,0.0,NO_3,exogenous
ws_forecast_Wind_Offshore_mw,0.0,NO_3,exogenous
price_eur_mwh_lag_1,16.508841340530683,NO_3,full
price_eur_mwh_roll_mean_3,2.482540370627369,NO_3,full
hour,0.7996418133644044,NO_3,full
NO_4__price_eur_mwh_lag_1,0.5253358790768854,NO_3,full
price_eur_mwh_lag_2,0.4312070496020566,NO_3,full
ws_forecast_Wind_Onshore_mw,0.35329665145215655,NO_3,full
price_eur_mwh_roll_mean_24,0.33901948078114186,NO_3,full
NO_5__price_eur_mwh_lag_3,0.24355674013846182,NO_3,full
NO_5__price_eur_mwh_lag_2,0.24323916403107376,NO_3,full
NO_5__price_eur_mwh_lag_1,0.18961374139645698,NO_3,full
price_eur_mwh_lag_3,0.1884825573477849,NO_3,full
NO_1__load_mw_roll_std_3,0.18842355859198348,NO_3,full
NO_1__load_forecast_mw,0.18209093872055107,NO_3,full
NO_1__load_mw_roll_std_12,0.17788236524709983,NO_3,full
NO_1__price_eur_mwh_lag_1,0.1733790322035156,NO_3,full
NO_2__price_eur_mwh_lag_1,0.1715831514048333,NO_3,full
NO_1__ws_forecast_Wind_Onshore_mw,0.15109419134554206,NO_3,full
NO_1__load_mw_roll_std_6,0.13378716956999875,NO_3,full
price_eur_mwh_roll_std_6,0.12738338196060053,NO_3,full
ws_forecast_total_mw_lag_1,0.12683240503099855,NO_3,full
NO_2__load_forecast_mw,0.12226187179544976,NO_3,full
price_eur_mwh_lag_24,0.1198802882984452,NO_3,full
NO_1__gas_price_eur_mwh_roll_std_24,0.11971244693590946,NO_3,full
load_mw_roll_std_6,0.10814380053347414,NO_3,full
NO_2__flow_total_mw_lag_24,0.10702691287305419,NO_3,full
NO_1__price_eur_mwh_lag_168,0.10573545814631977,NO_3,full
gen_Hydro_Run_of_river_and_poundage_mw_lag_1,0.10058808542097375,NO_3,full
NO_4__price_eur_mwh_lag_2,0.10029710670649312,NO_3,full
load_mw_lag_24,0.09979462331488417,NO_3,full
NO_5__price_eur_mwh_roll_mean_3,0.09608342659762888,NO_3,full
NO_4__price_eur_mwh_roll_mean_24,0.09467901978812125,NO_3,full
NO_2__load_mw_lag_3,0.09446666190853445,NO_3,full
NO_2__price_eur_mwh_lag_3,0.09437445429944724,NO_3,full
NO_4__price_eur_mwh_roll_std_6,0.09356368975606527,NO_3,full
gen_Hydro_Water_Reservoir_share_lag_1,0.08991685349532474,NO_3,full
price_eur_mwh_roll_std_3,0.08932242962705496,NO_3,full
NO_4__gen_Hydro_Water_Reservoir_mw_lag_1,0.08889679320147607,NO_3,full
NO_5__price_eur_mwh_lag_24,0.08515045423194141,NO_3,full
NO_5__load_mw_lag_3,0.0836615459454801,NO_3,full
NO_1__price_eur_mwh_lag_3,0.08314364120138054,NO_3,full
NO_5__load_mw_lag_24,0.08306116271374676,NO_3,full
NO_4__ws_forecast_Wind_Onshore_mw,0.08156983598777975,NO_3,full
NO_2__price_eur_mwh_lag_24,0.07930624421093985,NO_3,full
NO_5__load_mw_roll_std_6,0.0781582979473421,NO_3,full
NO_4__price_eur_mwh_roll_std_3,0.07725974659464599,NO_3,full
NO_4__gen_Hydro_Run_of_river_and_poundage_share_lag_1,0.07005343389483554,NO_3,full
load_forecast_mw,0.0699300090371168,NO_3,full
NO_5__load_forecast_mw,0.06909600498457676,NO_3,full
NO_5__price_eur_mwh_lag_168,0.06885954425994109,NO_3,full
NO_2__price_eur_mwh_lag_2,0.06711776871823176,NO_3,full
NO_1__load_mw_lag_3,0.0667090195140593,NO_3,full
NO_1__load_mw_roll_mean_3,0.06471613473558391,NO_3,full
NO_2__load_mw_lag_24,0.06412646880886771,NO_3,full
NO_4__load_forecast_mw,0.061580655252157904,NO_3,full
price_eur_mwh_roll_mean_12,0.06146324652378956,NO_3,full
NO_1__price_eur_mwh_lag_24,0.06095659554387545,NO_3,full
price_eur_mwh_lag_48,0.060296525738479885,NO_3,full
NO_4__price_eur_mwh_roll_mean_72,0.060089117806846934,NO_3,full
price_eur_mwh_lag_168,0.059037069273050274,NO_3,full
NO_1__load_mw_lag_1,0.05855033618067525,NO_3,full
NO_4__gen_Hydro_Water_Reservoir_share_lag_1,0.056750267701805926,NO_3,full
NO_4__price_eur_mwh_lag_168,0.05606569985169252,NO_3,full
ws_forecast_total_mw,0.055920431857202184,NO_3,full
load_mw_roll_std_3,0.05511837256095863,NO_3,full
price_eur_mwh_roll_mean_168,0.054761993837650895,NO_3,full
NO_1__price_eur_mwh_roll_std_3,0.05397058149280819,NO_3,full
NO_4__price_eur_mwh_lag_24,0.05179964937749725,NO_3,full
NO_4__price_eur_mwh_roll_std_24,0.05133649944927511,NO_3,full
NO_4__price_eur_mwh_roll_mean_3,0.05091033064591858,NO_3,full
NO_4__price_eur_mwh_lag_3,0.05009252647446299,NO_3,full
NO_4__price_eur_mwh_lag_48,0.049735041895624575,NO_3,full
NO_1__load_forecast_mw_lag_1,0.04794551843110355,NO_3,full
price_eur_mwh_roll_std_72,0.0478361480153573,NO_3,full
NO_5__load_mw_lag_1,0.04770395033666146,NO_3,full
gen_Hydro_Pumped_Storage_mw_lag_1,0.046084132952649265,NO_3,full
NO_2__load_mw_roll_std_3,0.04524454597891076,NO_3,full
NO_5__load_mw_roll_mean_3,0.04519723330679056,NO_3,full
NO_5__gen_Hydro_Run_of_river_and_poundage_Actual_Aggregated_share_lag_1,0.04519433057490507,NO_3,full
NO_4__load_mw_lag_3,0.04511498725376457,NO_3,full
price_eur_mwh_roll_mean_6,0.04237306418957701,NO_3,full
NO_1__load_mw_roll_std_168,0.041324110853635444,NO_3,full
gen_Hydro_Water_Reservoir_mw_lag_1,0.04096131830381943,NO_3,full
NO_4__ws_forecast_total_mw_lag_1,0.04061508283622462,NO_3,full
NO_2__flow_NO_2_to_GB_mw_lag_1,0.0396194965386053,NO_3,full
NO_5__price_eur_mwh_roll_std_24,0.038880816850606396,NO_3,full
NO_5__flow_total_mw_lag_24,0.038745891901179726,NO_3,full
NO_5__price_eur_mwh_roll_std_3,0.03788381211190115,NO_3,full
NO_5__gen_Hydro_Pumped_Storage_mw_lag_1,0.03745216489357384,NO_3,full
NO_1__ws_forecast_total_mw_lag_1,0.037386286464232255,NO_3,full
NO_5__gen_Hydro_Run_of_river_and_poundage_share_lag_1,0.03733839135338725,NO_3,full
NO_1__load_mw_roll_std_24,0.037066512282233184,NO_3,full
NO_4__load_mw_roll_std_6,0.03703982246028017,NO_3,full
gen_Hydro_Water_Reservoir_Actual_Aggregated_share_lag_1,0.036577608735109284,NO_3,full
NO_4__load_mw_roll_std_3,0.03637956730832619,NO_3,full
price_eur_mwh_roll_mean_72,0.035822977978370175,NO_3,full
NO_5__price_eur_mwh_roll_mean_24,0.03557431964905309,NO_3,full
NO_4__price_eur_mwh_roll_std_72,0.035481373973219155,NO_3,full
NO_2__load_mw_roll_mean_3,0.03530796842669464,NO_3,full
NO_2__load_mw_roll_std_12,0.03528689885264541,NO_3,full
NO_2__gen_Hydro_Pumped_Storage_mw_lag_1,0.035269483884034496,NO_3,full
NO_2__price_eur_mwh_lag_168,0.03505258778151704,NO_3,full
NO_4__flow_total_mw_lag_168,0.03466566559168272,NO_3,full
NO_5__price_eur_mwh_lag_48,0.03443217868178837,NO_3,full
NO_4__price_eur_mwh_roll_mean_12,0.033969493159612583,NO_3,full
NO_4__load_forecast_mw_lag_1,0.03377849743871293,NO_3,full
NO_1__gen_renewable_share_lag_1,0.03371552717080731,NO_3,full
load_mw_lag_3,0.033685929754622375,NO_3,full
load_forecast_mw_lag_1,0.03343370448459944,NO_3,full
gen_Hydro_Water_Reservoir_Actual_Aggregated_mw_lag_1,0.03320225154907429,NO_3,full
NO_1__price_eur_mwh_lag_2,0.03315847478982498,NO_3,full
price_eur_mwh_roll_std_12,0.03294456596878612,NO_3,full
NO_5__load_mw_roll_std_3,0.03285745171524242,NO_3,full
NO_4__load_mw_roll_std_168,0.032848253162687975,NO_3,full
NO_5__load_mw_lag_168,0.03280762332310869,NO_3,full
NO_4__price_eur_mwh_roll_std_12,0.03278804718981234,NO_3,full
price_eur_mwh_roll_std_24,0.03231141483635787,NO_3,full
load_mw_roll_std_24,0.03221531813097364,NO_3,full
NO_5__gen_renewable_share_lag_1,0.031862748214245756,NO_3,full
NO_2__gen_Hydro_Water_Reservoir_mw_lag_1,0.031839728714849753,NO_3,full
NO_4__price_eur_mwh_roll_mean_6,0.031613674169041504,NO_3,full
NO_5__load_mw_roll_mean_24,0.03147102758557487,NO_3,full
gen_Wind_Onshore_mw_lag_1,0.03141772052782709,NO_3,full
NO_5__price_eur_mwh_roll_mean_12,0.03125324362177875,NO_3,full
NO_1__load_mw_roll_mean_12,0.03104008443390104,NO_3,full
NO_4__load_mw_roll_mean_6,0.03031116909361075,NO_3,full
NO_2__load_forecast_mw_lag_1,0.03027265653440037,NO_3,full
NO_2__gen_Hydro_Water_Reservoir_Actual_Aggregated_share_lag_1,0.029573706677655114,NO_3,full
NO_2__price_eur_mwh_roll_std_3,0.028989294840482415,NO_3,full
NO_1__load_mw_lag_168,0.02890584419185775,NO_3,full
NO_2__flow_NO_2_to_NL_mw_lag_1,0.028855086810658633,NO_3,full
NO_2__price_eur_mwh_roll_std_168,0.02806571062854131,NO_3,full
NO_2__price_eur_mwh_roll_std_12,0.027876853552684017,NO_3,full
gen_Hydro_Run_of_river_and_poundage_share_lag_1,0.027722837146031125,NO_3,full
NO_4__gen_total_mw_lag_1,0.027670758385876723,NO_3,full
NO_4__gen_renewable_share_lag_1,0.027290071497529277,NO_3,full
NO_5__flow_total_mw_lag_168,0.027061067096063603,NO_3,full
NO_4__gen_renewable_mw_lag_1,0.02687142308907259,NO_3,full
NO_5__load_mw_roll_std_12,0.02670599818779162,NO_3,full
NO_2__load_mw_roll_std_6,0.026387126888936914,NO_3,full
NO_1__price_eur_mwh_roll_std_6,0.026323222486390064,NO_3,full
load_mw_roll_mean_24,0.026244244864357072,NO_3,full
NO_1__gen_Wind_Onshore_mw_lag_1,0.026143181668665687,NO_3,full
NO_4__flow_NO_4_to_FI_mw_lag_1,0.025861817246221476,NO_3,full
load_mw_lag_1,0.02584460733658765,NO_3,full
NO_4__gen_Hydro_Run_of_river_and_poundage_mw_lag_1,0.025415940918521705,NO_3,full
NO_2__load_mw_roll_mean_6,0.025348469731909032,NO_3,full
NO_2__price_eur_mwh_roll_mean_72,0.025211630509294248,NO_3,full
load_mw_roll_std_12,0.024920375901668658,NO_3,full
NO_2__gen_Wind_Onshore_mw_lag_1,0.0248676746348749,NO_3,full
NO_5__flow_NO_3_to_NO_5_mw_lag_1,0.024770524840499138,NO_3,full
NO_5__load_forecast_mw_lag_1,0.02466254073628737,NO_3,full
NO_1__price_eur_mwh_roll_mean_3,0.02461226937842781,NO_3,full
NO_2__price_eur_mwh_roll_std_6,0.0243970218776441,NO_3,full
NO_2__price_eur_mwh_roll_std_24,0.024385102787969216,NO_3,full
NO_5__load_mw_roll_mean_6,0.02435721563894998,NO_3,full
NO_2__price_eur_mwh_roll_mean_6,0.024354942168404125,NO_3,full
NO_5__load_mw_roll_std_168,0.0241658619731481,NO_3,full
NO_4__price_eur_mwh_roll_mean_168,0.024102420858358047,NO_3,full
NO_1__gen_Wind_Onshore_share_lag_1,0.0239241599425107,NO_3,full
NO_4__price_eur_mwh_roll_std_168,0.02379665908628813,NO_3,full
NO_4__load_mw_lag_24,0.023611435282656742,NO_3,full
NO_5__price_eur_mwh_roll_std_168,0.02354947805001242,NO_3,full
NO_5__gen_Hydro_Water_Reservoir_Actual_Aggregated_share_lag_1,0.02321844052245771,NO_3,full
gen_Wind_Onshore_Actual_Aggregated_mw_lag_1,0.023118120001794053,NO_3,full
NO_1__load_mw_roll_mean_24,0.02304420578943164,NO_3,full
flow_total_mw_lag_1,0.023001330037653225,NO_3,full
day_of_week,0.022997184542264352,NO_3,full
NO_5__price_eur_mwh_roll_std_6,0.02265947064717803,NO_3,full
NO_5__price_eur_mwh_roll_std_12,0.02255707389910597,NO_3,full
gen_Hydro_Pumped_Storage_Actual_Aggregated_mw_lag_1,0.022535502999203347,NO_3,full
NO_1__ws_forecast_total_mw,0.022527758131379774,NO_3,full
NO_1__flow_total_mw_lag_1,0.022483679910283983,NO_3,full
NO_4__load_mw_roll_mean_168,0.021979353265853367,NO_3,full
NO_2__load_mw_lag_168,0.021910080336110867,NO_3,full
NO_2__flow_NO_2_to_NO_5_mw_lag_1,0.02186613458812884,NO_3,full
NO_2__gen_renewable_mw_lag_1,0.02184440102705041,NO_3,full
NO_1__load_mw_lag_24,0.02179418092660874,NO_3,full
NO_1__flow_NO_1_to_SE_3_mw_lag_1,0.021708519479471035,NO_3,full
gen_renewable_share_lag_1,0.02169090985117769,NO_3,full
NO_1__gen_Hydro_Run_of_river_and_poundage_share_lag_1,0.02134085477363629,NO_3,full
NO_1__flow_total_mw_lag_168,0.02079476008663095,NO_3,full
load_mw_roll_mean_6,0.0207322012098226,NO_3,full
NO_2__ws_forecast_Wind_Onshore_mw,0.020564395072598992,NO_3,full
NO_4__load_mw_roll_std_24,0.02034490416950364,NO_3,full
NO_1__flow_total_mw_lag_24,0.020233810251874606,NO_3,full
NO_2__flow_total_mw_lag_1,0.020218154052517742,NO_3,full
NO_5__gen_renewable_mw_lag_1,0.020067793460559966,NO_3,full
load_mw_roll_std_168,0.019985296121057993,NO_3,full
NO_2__gen_Hydro_Run_of_river_and_poundage_Actual_Aggregated_mw_lag_1,0.019843800150578836,NO_3,full
NO_4__load_mw_roll_std_12,0.019828922202809855,NO_3,full
NO_2__flow_NO_2_to_DK_1_mw_lag_1,0.019578121257937006,NO_3,full
NO_1__gen_renewable_mw_lag_1,0.019523630379624648,NO_3,full
NO_1__price_eur_mwh_roll_std_12,0.019451334389173017,NO_3,full
NO_1__gen_Solar_share_lag_1,0.019304601120473653,NO_3,full
gen_Hydro_Run_of_river_and_poundage_Actual_Aggregated_mw_lag_1,0.019198176071284854,NO_3,full
NO_5__outage_unavailable_mw_lag_168,0.019068611048049963,NO_3,full
NO_2__gen_Hydro_Run_of_river_and_poundage_Actual_Aggregated_share_lag_1,0.019036076262473823,NO_3,full
NO_1__gen_Hydro_Water_Reservoir_mw_lag_1,0.01903490554164531,NO_3,full
NO_2__gen_Hydro_Pumped_Storage_share_lag_1,0.01898016262338528,NO_3,full
flow_total_mw_lag_168,0.01889994172298352,NO_3,full
NO_5__load_mw_roll_std_24,0.018654693934107278,NO_3,full
NO_4__gen_Wind_Onshore_share_lag_1,0.0185960285621563,NO_3,full
NO_5__price_eur_mwh_roll_std_72,0.018332733535404145,NO_3,full
load_mw_lag_168,0.01831122641191152,NO_3,full
NO_5__gen_Hydro_Water_Reservoir_share_lag_1,0.01829013841841794,NO_3,full
NO_1__gen_Hydro_Water_Reservoir_share_lag_1,0.01822514484631054,NO_3,full
NO_2__gen_Hydro_Run_of_river_and_poundage_share_lag_1,0.01818935208465864,NO_3,full
price_eur_mwh_roll_std_168,0.01812798053876587,NO_3,full
NO_4__flow_NO_4_to_SE_2_mw_lag_1,0.018090353920086132,NO_3,full
NO_5__load_mw_roll_mean_12,0.01807812533148048,NO_3,full
NO_5__price_eur_mwh_roll_mean_6,0.018061583522342304,NO_3,full
NO_4__gen_Wind_Onshore_mw_lag_1,0.017744790041697774,NO_3,full
NO_1__price_eur_mwh_roll_std_24,0.017739604044248583,NO_3,full
NO_1__gen_total_mw_lag_1,0.017713165688509513,NO_3,full
NO_5__gen_Hydro_Water_Reservoir_mw_lag_1,0.017558095683009475,NO_3,full
flow_total_mw_lag_24,0.017531272098254,NO_3,full
NO_1__gen_Hydro_Run_of_river_and_poundage_mw_lag_1,0.017526097319785584,NO_3,full
NO_1__price_eur_mwh_roll_mean_72,0.017306753987454578,NO_3,full
NO_2__load_mw_roll_mean_168,0.017111568732005596,NO_3,full
NO_2__gen_Hydro_Water_Reservoir_Actual_Aggregated_mw_lag_1,0.01709104251253323,NO_3,full
NO_2__price_eur_mwh_roll_std_72,0.016926792083835736,NO_3,full
NO_2__gen_renewable_share_lag_1,0.016877861158101012,NO_3,full
gen_renewable_mw_lag_1,0.0167858761009992,NO_3,full
NO_2__gen_Hydro_Water_Reservoir_share_lag_1,0.016719823450848943,NO_3,full
NO_2__flow_total_mw_lag_168,0.016590176327943778,NO_3,full
NO_4__ws_forecast_total_mw,0.01647950909714093,NO_3,full
NO_1__load_mw_roll_mean_6,0.016251442783486548,NO_3,full
gen_Hydro_Pumped_Storage_share_lag_1,0.016131258702741156,NO_3,full
NO_4__load_mw_lag_1,0.016068955608350446,NO_3,full
NO_4__flow_total_mw_lag_24,0.01581831974897276,NO_3,full
NO_2__price_eur_mwh_roll_mean_12,0.015580241714126761,NO_3,full
NO_2__load_mw_lag_1,0.015494735133880022,NO_3,full
gen_Wind_Onshore_share_lag_1,0.015347396758805167,NO_3,full
NO_2__load_mw_roll_mean_12,0.015328419404998565,NO_3,full
NO_5__gen_Hydro_Water_Reservoir_Actual_Aggregated_mw_lag_1,0.015231796976053374,NO_3,full
NO_1__price_eur_mwh_roll_mean_6,0.015165312962941681,NO_3,full
NO_5__gen_Hydro_Run_of_river_and_poundage_mw_lag_1,0.015143485137670257,NO_3,full
NO_2__price_eur_mwh_roll_mean_3,0.015124409400203999,NO_3,full
NO_2__load_mw_roll_std_24,0.014997604613283295,NO_3,full
NO_4__load_mw_roll_mean_12,0.01486015570322441,NO_3,full
NO_5__outage_unavailable_mw_roll_mean_168,0.014702723358766644,NO_3,full
NO_5__outage_unavailable_mw_lag_24,0.014695074810916154,NO_3,full
NO_5__gen_Hydro_Pumped_Storage_Actual_Aggregated_share_lag_1,0.014671347852497072,NO_3,full
load_mw_roll_mean_12,0.014246857143031474,NO_3,full
NO_4__outage_event_count_roll_mean_168,0.01407681250479766,NO_3,full
load_mw_roll_mean_3,0.014008742466140906,NO_3,full
NO_2__gas_price_eur_mwh_roll_std_24,0.013912347982645843,NO_3,full
NO_2__outage_unavailable_mw,0.01389067356874975,NO_3,full
gen_Wind_Onshore_Actual_Aggregated_share_lag_1,0.013734138196442496,NO_3,full
NO_4__load_mw_lag_168,0.013618880544334928,NO_3,full
NO_5__outage_event_count_roll_mean_168,0.013615776314072304,NO_3,full
NO_2__gen_total_mw_lag_1,0.013560118781653377,NO_3,full
NO_5__price_eur_mwh_roll_mean_72,0.013158096377139921,NO_3,full
NO_4__load_mw_roll_mean_24,0.013125703264685549,NO_3,full
NO_1__gen_Solar_mw_lag_1,0.012974945021285475,NO_3,full
NO_4__flow_NO_4_to_SE_1_mw_lag_1,0.012752018743525152,NO_3,full
NO_2__price_eur_mwh_roll_mean_24,0.01273605888947532,NO_3,full
load_mw_roll_mean_168,0.012545264082927427,NO_3,full
NO_2__gen_Wind_Onshore_Actual_Aggregated_share_lag_1,0.012521399265000439,NO_3,full
NO_1__price_eur_mwh_roll_mean_24,0.01210525835395751,NO_3,full
NO_2__gen_Hydro_Pumped_Storage_Actual_Aggregated_share_lag_1,0.012093406994960483,NO_3,full
NO_5__flow_total_mw_lag_1,0.011929775056199724,NO_3,full
NO_5__outage_unavailable_mw,0.011759224755143377,NO_3,full
NO_1__price_eur_mwh_roll_std_72,0.011452962975013472,NO_3,full
NO_2__price_eur_mwh_roll_mean_168,0.01144693333649174,NO_3,full
NO_2__gen_Hydro_Pumped_Storage_Actual_Aggregated_mw_lag_1,0.011119318066887388,NO_3,full
NO_2__gen_Hydro_Run_of_river_and_poundage_mw_lag_1,0.010930695623467677,NO_3,full
NO_2__outage_unavailable_mw_lag_24,0.010814857368603752,NO_3,full
gen_Hydro_Pumped_Storage_Actual_Aggregated_share_lag_1,0.01066168555238899,NO_3,full
NO_5__outage_event_count_roll_mean_24,0.01061874123939052,NO_3,full
NO_2__price_eur_mwh_lag_48,0.010571105009999755,NO_3,full
NO_5__gen_Hydro_Pumped_Storage_share_lag_1,0.01055818742321127,NO_3,full
NO_1__price_eur_mwh_lag_48,0.010499980823406646,NO_3,full
NO_2__load_mw_roll_std_168,0.01039584851524553,NO_3,full
NO_2__ws_forecast_total_mw_lag_1,0.010220850146515782,NO_3,full
gen_total_mw_lag_1,0.010093666990097208,NO_3,full
NO_2__gen_Wind_Onshore_Actual_Aggregated_mw_lag_1,0.010085957356375469,NO_3,full
NO_4__flow_total_mw_lag_1,0.00984873693839473,NO_3,full
NO_1__gas_price_eur_mwh_roll_mean_24,0.009733825913783025,NO_3,full
flow_NO_3_to_SE_2_mw_lag_1,0.009524045248465559,NO_3,full
NO_1__flow_NO_1_to_NO_2_mw_lag_1,0.009295463746110707,NO_3,full
NO_2__gen_Wind_Onshore_share_lag_1,0.009279996788227222,NO_3,full
gen_Hydro_Run_of_river_and_poundage_Actual_Aggregated_share_lag_1,0.0090126626854537,NO_3,full
NO_4__flow_NO_3_to_NO_4_mw_lag_1,0.008938229820562043,NO_3,full
NO_1__gas_price_eur_mwh_roll_std_168,0.008808117478638194,NO_3,full
NO_1__price_eur_mwh_roll_std_168,0.0088036200499036,NO_3,full
NO_4__load_mw_roll_mean_3,0.008647282502055462,NO_3,full
NO_5__price_eur_mwh_roll_mean_168,0.00840022561735888,NO_3,full
NO_1__gas_price_eur_mwh_lag_1,0.008375488877047138,NO_3,full
NO_4__outage_unavailable_mw_roll_mean_168,0.008298349924736423,NO_3,full
NO_5__outage_unavailable_mw_roll_mean_24,0.008224777884676035,NO_3,full
NO_1__price_eur_mwh_roll_mean_12,0.00766034780282924,NO_3,full
NO_5__gen_Hydro_Pumped_Storage_Actual_Aggregated_mw_lag_1,0.0075614741927452715,NO_3,full
NO_2__load_mw_roll_mean_24,0.007177322634606852,NO_3,full
NO_5__gen_Hydro_Run_of_river_and_poundage_Actual_Aggregated_mw_lag_1,0.006727274383382709,NO_3,full
NO_2__outage_unavailable_mw_lag_168,0.006639722922583571,NO_3,full
NO_5__gen_total_mw_lag_1,0.006526831423506311,NO_3,full
NO_1__outage_event_count_roll_mean_168,0.006500563404616469,NO_3,full
